FETUA_N176_H(4)N(3)S(1),4827177.833,4648289.723,4195085.14,4993604.825,4320989.355,5311006.921,5095263.073,2265636.315,2721655.861,2503133.499,2123260.73,1882978.695,2811799.594,2955090.333,3090113.691,3726603.631,3140359.247,3333391.22,3689204.291,2645130.442,3532975.693,1779276.3,2892007.184,2168850.939,2131778.512,2327099.802,2115358.888,2598599.554,2395135.017,2741635.632,3960439.665
FETUA_N176_H(4)N(4)S(1),1247678.461,1319619.314,1392131.931,1186350.16,1144948.01,1716927.599,1281308.652,522717.5486,536576.6652,608498.0263,532137.9457,510065.0868,1003887.455,729401.8715,1439004.748,1079567.251,919553.9654,982773.4833,988917.6378,1383413.577,1790608.754,434414.5173,931140.4028,760752.2154,743449.3086,382822.5244,831202.2341,560713.2252,1145040.844,1020789.139,501134.2829
FETUA_N176_H(5)N(4)F(2),58823573.47,56473423.89,49820589.92,3180212.734,32697268.22,8961988.109,5596941.641,4223020.951,17782838.66,29566869.83,30134293.94,1597032.656,31290283.33,31397862.21,1682455.653,1454898.051,2213083.862,5147685.494,2245542.344,1588253.88,1567581.205,15047804.04,3895796.195,3806950.159,5898541.158,6012946.596,3448033.325,4225036.266,1993916.298,4199021.837,3926738.514
FETUA_N176_H(5)N(4)F(3),4568016.431,4368857.295,3698803.937,3743924.455,4808078.576,4932863.619,2970484.498,4091402.825,3955546.731,4198264.82,4042049.861,3611128.117,4780063.394,4983667.439,4776862.054,4174595.713,4866880.726,5426852.897,5406580.786,3942885.122,9570916.824,4372473.171,4728745.29,3525269.585,3275516.79,3456623.235,4033406.014,5750956.689,3661294.247,3174225.995,6736278.756
FETUA_N176_H(5)N(4)S(1)_2,102559838.7,88360732.69,80379794.34,95197475.34,100610378.8,96913426.12,86035701.76,43850711.39,45587406.11,45207033.39,50145493.94,41151641.97,54101651.09,54906976.23,52370526.46,58104534.88,57488135.05,63529780.99,68523769.77,50055801.42,57740573.55,54295833.08,54056463.87,39919624.12,39258453.9,41587744.19,43393192.65,47375027.71,46073856.49,54224930.27,54278629.99
FETUA_N176_H(5)N(4)S(1)F(1),12235027.14,12391437.66,11321244.4,10872940.29,11359920.07,11839557.09,10124644.5,10869606.01,9827386.061,9425364.252,10429158.57,8702748.998,9899676.77,11651753.88,14127349.62,12363945.27,12660049.63,13611171.63,13828404.86,11459608.46,17996934.91,11263585.47,11137824.84,8600271.852,8180962.545,9489561.074,9256270.93,11930950.71,9107044.827,10121258.74,11105939.66
FETUA_N176_H(5)N(4)S(1)F(2)_2,37577166.48,55187326.75,566818932.3,57695117.21,522082775.3,35933981.5,28518354.01,337098364.5,349945597.7,258563145,43289414.87,163050830.2,222297636.1,380412652.1,276966403,21488826.39,20484625.04,20096259.72,282293738.9,225045263.3,318810433,558271225.7,504087254.3,203461382.8,15773042.71,197857343,16117897.16,250767190.8,23753258.8,42058875.68,325966403
FETUA_N176_H(5)N(4)S(2)_3,873161678.5,764687182.8,875044837.8,715627208.2,761251766.2,932690475.6,717321927.2,418598261.5,478355775,480318952.5,518957350.4,437529942.5,476182020.4,556347753.9,507840427.7,570725396.9,523957005.6,543678613.8,566406368.4,470722054.9,523522304.5,627444647.5,713246880.8,523522304.5,503727787,634603947.9,567230423.5,635778383.4,492240984.7,578345765.9,548973387.1
FETUA_N176_H(5)N(4)S(2)F(1)_2,116759707.3,110682832.9,107436174.6,108266263.3,112455103,114283305.9,105293210.6,60807108.13,62608130.54,73421309.93,64034510.56,62189648.72,65301144.17,75083740.66,129628546.6,128530284.3,133084941.2,112641558.1,132683868.5,122378516.4,123315786.8,97679995.59,110816718.5,109315648.6,103747347.5,108748904.6,110511499.8,112679242.4,115236742.2,107962280.3,87248330.82
FETUA_N176_H(5)N(4)S(2)F(2),1583665.514,614810.0794,2424578.095,1553200.028,2381358.782,2335719.341,3110294.266,NA,NA,NA,NA,NA,NA,NA,3571921.417,4279904.316,4629860.858,3659851.401,3890389.163,4093989.151,4740345.727,2447039.968,3941375.093,3823064.352,3533281.302,4785550.311,4258022.602,3620885.807,1807854.008,2197777.025,2293853.709
FETUA_N176_H(5)N(4)S(3),2052976.716,1105056.914,1678984.607,NA,1232697.408,1248470.348,1839616.699,NA,NA,NA,NA,NA,NA,NA,2124246.283,3136664.95,2820254.463,2552714.868,2756102.038,1798610.143,2722191.107,1806884.804,2988538.314,2017240.941,2800211.119,2187929.439,2911447.017,2464422.591,1391980.752,1840485.868,1271985.405
FETUA_N176_H(5)N(5)S(1)F(1),3213665.567,3867378.373,2775858.272,2641653.642,3258332.057,2559190.233,3545673.967,1969027.726,2410706.609,2035102.217,2110153.507,1613734.938,1791728.095,2624697.427,2179359.04,2272689.299,1881259.837,2341995.596,2284364.463,2401805.642,5878495.839,1784512.661,2640003.065,2029643.016,1617832.939,1991657.356,1351006.297,2204096.437,2054840.658,2130525.258,2443475.177
FETUA_N176_H(6)N(4)F(2),2033870.468,2813806.548,1953423.466,1724693.765,1961664.274,1964992.862,2270548.947,1555359.618,1227233.711,2246630.931,1477765.708,1582418.437,1445510.313,1434976.877,2122109.185,1424273.841,1569479.693,1584113.965,1755106.618,1475978.653,2124218.493,NA,1302538.907,3075182.716,1584731.675,2737196.613,1648723.426,1350952.152,568516.7855,1931013.125,2051608.836
FETUA_N176_H(6)N(4)S(1),2382343.261,2341134.289,2180405.399,2406262.356,2304785.503,2366315.236,2066408.633,1959964.442,4591463.278,2471031.273,4101898.853,4587840.932,2147157.485,4587769.879,2117166.237,1289660.88,10996449.02,1705197.363,7362821.539,2653413.697,2502047.658,12755748.35,1426286.102,14062508.29,11722648.15,14133020.33,18094279.11,9278602.471,7639177.984,1212508.064,2473750.451
FETUA_N176_H(6)N(4)S(1)F(1),7247793.582,6152507.547,NA,5011380.274,NA,8005136.017,7618359.692,4102939.541,2289320.237,4002915.417,2755377.286,4013066.966,NA,3288017.723,5514637.03,4486287.796,5314267.672,6490954.525,3821086.761,6418940.276,NA,NA,3924230.165,4006720.037,4318232.326,4092933.151,3824068.538,3929790.261,5000505.084,4458858.543,3612776.054
FETUA_N176_H(6)N(4)S(1)F(2),2067038.135,1690669.585,2076107.033,2304732.959,2622072.826,1841325.15,1772317.528,1470773.971,1159650.859,1408174.596,1465406.25,1307543.501,1419400.092,927473.0071,1733009.67,1865409.027,1379340.398,2079915.674,1031413.304,1664334.944,2023747.923,NA,NA,1229294.162,1012866.12,1483132.815,1102682.858,2527299.26,1521733.354,1241103.55,1226076.184
FETUA_N176_H(6)N(4)S(2)_1,4923220.648,5343690.23,2063805.053,3493539.231,4193027.825,4429415.107,4192585.509,NA,948286.9284,NA,1039705.753,1429809.432,1608781.29,1374736.478,1733009.67,1162072.573,1298158.984,1177597.41,1474173.165,2156335.613,1960408.398,NA,1253184.875,1234655.195,1329111.295,1105801.169,971928.9102,1821478.619,1623378.46,1323751.623,1431628.344
FETUA_N176_H(6)N(5)S(1),2446173.377,2579786.148,2812619.012,3363844.668,5321125.182,1888333.794,2102789.353,2227813.401,3574327.753,2153153.511,4032514.263,2021860.883,2535280.4,2714231.157,3187998.579,3101585.926,3118946.029,1750727.415,3230071.138,2938515.726,3314527.26,2705991.887,3101998.22,1485321.529,2655216.549,2000333.633,1709177.224,2249055.004,2353964.989,3150237.11,3072499.933
FETUA_N176_H(6)N(5)S(1)F(2),6517326.348,8663702.329,9634067.796,7557785.798,8398049.084,6513246.257,5447104.249,16500000.94,21613722.76,12027448.03,14487104.64,11998600.8,22645260.04,17744958.76,6178750.699,8113318.662,6119163.933,7602622.474,8627749.364,8448434.006,6490812.279,3887928.633,4683264.611,4455330.937,5965821.517,4603326.567,4276515.908,4559325.626,10123465.46,12022089.64,11518516.15
FETUA_N176_H(6)N(5)S(2),10008291.31,8869576.84,8084112.584,7657099.033,8919901.936,8044766.452,8281153.077,19710924.68,22822695.19,20608317.47,23076091.7,19858354.26,26329366.14,27090883.77,7244300.845,7203741.946,6658988.863,7406623.501,8439155.552,7356837.933,6288299.619,5466972.605,5293080.629,4745758.633,6752887.354,4737128.641,4550321.748,4446726.669,11710236.29,12255924.78,12401496.73
FETUA_N176_H(6)N(5)S(2)F(1),12283942.41,27861818.89,31943855.09,27325395.02,32455037.31,25308635.98,24309861.03,18091216.76,19507390.06,18704524.09,5494178.079,5761213.541,23164503.15,8221116.479,17533692.08,19998784.42,6352853.899,18042215.49,23560578.8,17769551.91,23455225.25,8017213.144,39317867.77,20378701.89,23142748.4,32428229.7,25878585.23,38903953.51,22625273,25375318.44,25009423.57
FETUA_N176_H(6)N(5)S(2)F(2),35435782.55,33904925.34,35802967.23,31428203.15,34215852.07,31819407.87,32683644.4,124199662.3,134930367.2,123936979.7,143682940.5,111301837.2,139392765.8,159419574.5,26156158.86,30273134.68,30174285.89,29233908.59,32922838.29,26631409.12,30307411.71,32473680.4,32760219.38,24610893.12,20566041,28473129.73,22088004.52,29765204.72,57243410.59,72254158.82,70267504.14
FETUA_N176_H(6)N(5)S(2)F(3),55290686.09,55740884.42,57757010.18,53179933.68,56246990.81,52422855.82,56505075.99,24724608.81,25309147.11,21972899.74,23916073.76,19483476.69,27001537.26,27785413.61,36965483.76,44759818.64,40811770.29,38392023.11,42038358.56,34126270.33,45126302.51,56523246.35,60366353.24,47559051.69,39611849.38,52550550.4,41751500.48,53605806.9,29811266.6,40285298.24,41660086.29
FETUA_N176_H(6)N(5)S(3)_2,47740322.48,48660866.87,52623837.01,44612042.36,46410397.3,44702303.33,43883205.75,236052383.1,228155879.3,194836392.5,236368518.4,219401515.6,232257530.6,269097484.3,37467269.66,41449119.82,43803120.88,38556281.13,42220760.03,35613692.59,40070984.28,43386939.37,45468192.52,36639212.12,30150729.03,43008722.47,30258317.38,44464228.61,99689241.23,125448701.8,124821250.4
FETUA_N176_H(6)N(5)S(3)F(1),79856056.38,74682989.86,81082191.22,73249353.95,82552551.77,65050590.26,77621140.47,29640645.32,29172381.02,30972475.65,31292944.51,31339420.86,33125906.45,36996441.03,50814115.25,59963162.61,58574239.67,55668601.13,56572203.86,48748136.96,53529084.49,78442887.98,80478446.65,63074926.79,51678962.01,71138933.33,57472952.76,76445883.99,36871718.45,50689613.85,50966892.95
FETUA_N176_H(6)N(5)S(3)F(2),5781330.52,5614427.159,6609429.531,5321938.794,5602517.117,5656797.396,5325921.63,1707487.72,683893.1964,594965.0919,685527.1204,1662296.332,562879.6574,1080322.755,7128785.903,7414960.096,8738651.481,8016893.844,7623778.847,7429061.58,8437718.019,10959351.53,10609879.53,9367685.59,7458020.218,10995538.91,7895297.139,10055211.18,3271178.728,5754897.561,5505548.02
FETUA_N176_H(7)N(5)S(1)F(2),NA,338122.2037,NA,575718.104,468845.4201,404327.5826,490464.8291,2139915.101,2254806.182,2251484.173,2017362.471,1564026.689,1240154.861,1931974.141,1329508.394,1572354.308,916445.5419,1302627.222,889898.806,917105.8731,1003565.355,890381.2657,NA,849599.9882,1023652.693,1089637.736,993847.823,612412.5818,719068.8036,1888765.782,796257.5386
FETUA_N176_H(7)N(6)S(4),NA,NA,NA,NA,NA,NA,NA,2318229.251,3175745.67,902349.9102,1290378.589,1020008.302,2555912.659,3426751.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825459.2562,953719.1541,706876.9713
FETUA_N176_H(8)N(7)S(1),48891804.05,47715175.14,49578490.59,44202419.46,47754901.93,41910358.2,46414994.63,18704131.58,19182354.99,18842600.22,19239225.04,16307727.08,20652614.1,22682608.73,30728918.04,38230769.52,34789510.9,33613342.75,35184352.28,30821059.3,37189090.74,48050848.84,52815729.03,40070984.28,34248676.24,45680342.2,35846730.75,46895938.28,24151526.11,33675637.29,35773394.66
APOD_N98_H(12)N(2)_1,11280304.86,12519074.91,12149478.76,11090856.24,9683704.032,8227350.582,13041339.61,7067696.094,6787721.832,5859719.635,6005932.755,4205043.103,4873686.37,5930077.029,7345953.51,7042192.769,7989939.617,8784241.174,7736142.132,7626196.368,5196185.927,9081443.861,13703930.38,15155886.25,18158991.17,14811384.79,11203231.17,9505882.697,10353374.48,8477605.983,7800349.648
APOD_N98_H(4)N(3)F(1),489173.3257,454998.049,511144.5022,418479.8861,398557.3906,600695.3514,515214.4565,484579.1174,363298.4222,423089.0424,278731.3458,335203.2295,318290.5351,191087.8751,591875.2337,726026.4279,418277.5236,416126.8789,438726.111,643036.4373,510897.7385,432108.8441,754412.3612,560131.2103,806485.3501,672181.1299,618130.3709,628892.03,334988.979,404018.9184,544290.3969
APOD_N98_H(4)N(9)F(1),2062183.155,1843417.311,1817668.238,1906474.698,1859813.53,2159643.921,1442232.684,2433455.855,3800305.962,2752854.068,3251231.67,2492810.472,2742323.446,3312096.997,2471583.136,2813164.954,2007465.41,2827759.234,2271523.222,1927131.414,2516387.219,4392689.189,2277610.765,2552309.537,1970642.345,2208003.047,2228092.686,2530176.528,2010157.544,2101440.895,2166486.761
APOD_N98_H(5)N(4)_1,933950.34,1073047.095,1198697.914,929185.3039,760967.6432,921127.2706,1209104.966,657361.0335,418351.5366,500098.3427,374844.981,477881.0978,420938.1792,240492.454,626350.7786,782235.0362,965653.3707,842894.9889,1037232.612,649276.4398,861474.7579,899191.4362,1462338.04,1453703.156,2315765.714,1484575.66,1519339.078,1613967.573,928004.1299,884523.6835,1008635.528
APOD_N98_H(5)N(4)F(1)_1,2923480.029,3439544.071,3632574.251,3164952.15,3734608.833,3535020.943,4093960.045,2132081.797,2080867.449,1910836.782,1968442.606,1755005.826,2142227.468,1743962.692,2885038.627,3493277.47,3310297.396,3738465.952,3601719.142,2970577.436,3198920.081,3318694.106,5683928.401,4893050.237,6162922.504,5352018.439,4998034.523,5415236.016,2796531.614,3300959.953,3585787.265
APOD_N98_H(5)N(4)F(2)_1,8157080.385,8228800.841,9855576.118,8113503.917,7318749.062,8172438.31,9852099.106,7745052.323,6428029.141,6134006.879,6281581.642,6428703.594,5971933.917,5440000.709,4497783.648,4776981.22,9500798.673,9163247.595,9805433.793,7580996.467,8746925.601,10214764.88,14913220.89,13814601.57,15201593.9,13744836.1,12655436.17,13636594.06,8630253.779,8996911.879,9961059.806
APOD_N98_H(5)N(4)S(1)_1,5255848.119,4421912.82,4577300.866,5244280.694,4588152.377,4729399.739,6038462.521,4490424.826,3750085.533,3315807.053,3923627.983,3686766.489,3421295.876,3029414.776,4307605.62,4095342.031,3620341.639,5230696.484,5535912.986,4023237.855,4287404.128,5450686.007,7873005.127,8109924.969,9015413.148,6571654.981,6566436.984,3788756.039,4002717.314,4942107.026,4742699.789
APOD_N98_H(5)N(4)S(1)F(1)_1,16642336.6,17327673.28,20790929.04,16031314.58,15717116.28,18266072.72,16917313.85,14334931.22,13588511.76,12432134.07,11625254.57,11656489.66,11432299.13,10862606.6,17355438.28,19519918.28,21651185.9,19336662.31,18943164.94,15565349.35,18391730.23,21490308.23,29766786.75,26630919.68,30984442.01,29374147.13,28959588.9,28238165.6,18792645.04,19659730.5,20851711.3
APOD_N98_H(5)N(4)S(1)F(2)_1,3480305.025,2024636.755,2378558.029,2540215.501,1257638.63,2568448.63,3408768.013,3989048.727,4081499.153,1610205.532,2907729.802,1422333.099,3072691.87,1527749.939,1632363.55,1764172.914,2357067.424,2185290.072,1723832.053,1311389.225,3119089.791,2495205.02,3554610.71,2662511.926,3641066.288,2985778.196,4419546.081,4572930.854,1678864.311,2366072.221,3609092.316
APOD_N98_H(5)N(4)S(1)F(3)_1,17683609.26,18564673.88,20385867.3,16592643.93,18351436.81,17952830.93,21182718.9,9561243.785,9617905.052,11093478.93,8880904.648,8192146.958,7818403.915,10558339.55,12743695.78,9131429.805,11645744.23,11832332.27,11857112.1,9104319.256,11054181.62,12338868.01,23861757.36,22588961.27,25621288.6,22062111.95,22557771.04,25231047.35,14425948.43,13495512.59,16115881.71
APOD_N98_H(5)N(4)S(2)_1,8773817.65,8031559.309,8278822.512,10302101.92,9307432.543,8256160.343,8371255.808,6297881.566,9845298.001,5658112.25,6821936.357,6735965.642,9593140.467,4740531.801,5377827.373,8911538.372,13165435.65,9193488.262,10227296.52,5099678.395,9510200.858,6696424.854,15367901.94,9802205.7,13367359.08,10483046.64,16645217.29,13551054.79,8764969.853,7167805.058,12476662.75
APOD_N98_H(5)N(4)S(2)F(1)_1,20512116.61,22011666.9,22176224.06,20018847.88,21773326.34,20573860.21,24116734.97,11601541.88,11478699.1,10027797.9,10246660.35,9458665.244,8373341.314,9605585.292,12688259.91,13037595.13,15156664.28,14342037.49,11540872.19,11286923.83,12740151.3,38663640.35,26402761.36,24083519.29,29099699.57,25425358.76,24792867.21,26765464.66,15522344.71,15813378.98,18199708.46
APOD_N98_H(5)N(4)S(2)F(4),3143586.968,2306544.25,3174399.021,3194672.097,2552732.753,3231398.258,3622916.692,NA,1977625.467,NA,1433844.908,NA,NA,1429475.647,1872222.642,2652571.893,2685297.47,2873021.528,2820532.164,2702420.184,2573368.949,3143869.088,4871886.999,4484786.666,2383611.186,4079024.511,4336424.814,4300353.344,966615.5299,2403507.892,3509629.282
APOD_N98_H(6)N(5)F(2)_1,2380327.515,2436846.419,2799512.59,2325469.246,2192789.263,2206339.808,2317641.042,819915.2546,346191.8482,2478829.531,222750.6295,NA,NA,NA,2391609.016,2042497.637,2067584.333,2363006.985,2316708.982,1416340.22,2570354.061,1118514.445,5116278.351,3438838.417,3604708.25,3621513.38,2577785.355,3182016.346,2540903.112,2287434.307,2991180.261
APOD_N98_H(6)N(5)F(3)_1,1994554.824,1598045.269,2485074.361,1712322.264,1874528.752,1734031.135,2147409.687,1848218.565,1708580.97,1661693.89,719993.0007,1671396.18,1668915.444,587742.2836,2591249.006,1054268.279,818971.6276,836921.9766,2288327.456,2228396.707,1484543,2614738.736,3975088.014,2964510.866,3129521.72,3772543.278,3451556.402,3236298.244,915894.0068,851686.4553,1994633.699
APOD_N98_H(6)N(5)S(1)_1,3986348.009,3450795.159,4043721.852,3161566.204,3295671.104,3225655.102,3920091.113,4593214.343,5375335.28,4638559.156,4596328.802,4122495.847,4027667.046,4378048.977,3602401.189,3418720.109,4082444.433,2084191.913,3995208.348,2794940.692,4073801.029,5723624.789,6291805.678,5555145.542,6823152.919,4192768.84,4842135.016,5382076.818,1652979.681,3870103.28,4723254.669
APOD_N98_H(6)N(5)S(1)F(1)_1,5125648.917,11675968.2,6719206.538,6446666.678,5313026.414,5271202.048,4316016.743,4769391.935,5345192.357,4098212.116,4440361.265,3683061.6,9867870.415,4193437.754,11024259.87,5686037.155,8406055.226,5643307.53,7447079.113,5758066.78,11502749.57,5565969.447,9388170.366,10968750.27,12727887.25,8968975.992,7811855.362,8955269.68,10747531.48,6312040.842,8302132.35
APOD_N98_H(6)N(5)S(1)F(2),3520694.876,2417683.144,7394744.379,2331351.999,2518920.704,2744355.883,6180574.876,1141874.946,3499182.194,1302651.237,3347264.163,4643121.124,3646134.461,6101068.072,1384871.27,5032015.662,1977623.807,648697.7866,NA,13760104.65,6297828.965,6321188.79,11137824.84,7747471.071,8235959.627,6876688.994,11318751.58,7556627.121,591025.3157,3466096.352,4268819.055
APOD_N98_H(6)N(5)S(1)F(3)_1,4008026.469,4045795.434,5375605.134,4366006.323,4655392.362,4010709.537,4401162.031,3516546.867,3934879.526,2958175.468,3956313.567,2983735.068,2185080.753,1386136.744,4487770.931,3986778.523,4273329.039,3429368.488,4674630.168,3953109.911,4058490.56,4863874.249,7242369.262,7643980.033,7948250.182,6866838.174,6744096.278,7212137.759,4168582.836,3738189.505,3086187.76
APOD_N98_H(6)N(5)S(2)_1,NA,1425743.002,990487.8564,1019527.291,NA,438928.5991,NA,782038.5186,NA,1768305.248,2350227.382,1008413.915,421763.7023,1338281.65,1577295.467,3998620.364,833682.2428,2400455.299,3393746.927,1557627.706,2374953.523,NA,5411272.462,5563110.862,3823850.072,4456119.216,1614024.068,6284565.487,3792121.566,2565768.574,3560079.939
